hex_ident,altitude(meter),latitude,longitude,date,time,angle,distance(kilometer),squawk,ground_speed(kilometerph),track,callsign
ADAB31,3358,48.98347,-123.26675,2017/06/27,08:24:23.316,-154.81,34.92,7002,618,156,AAL2189 
ADAB31,3358,48.98264,-123.26617,2017/06/27,08:24:23.808,-154.96,35,7002,618,156,AAL2189 
ADAB31,3381,48.98050,-123.26472,2017/06/27,08:24:25.337,-155.34,35.19,7002,618,156,AAL2189 
C080A3,685,49.17957,-122.97800,2017/06/27,08:24:25.392,126.88,15.45,3335,396,281,WJA135  
ADAB31,3381,48.97980,-123.26421,2017/06/27,08:24:25.829,-155.46,35.26,7002,622,155,AAL2189 
C080A3,677,49.17966,-122.97856,2017/06/27,08:24:25.938,126.97,15.41,3335,396,281,WJA135  
ADAB31,3388,48.97920,-123.26385,2017/06/27,08:24:26.265,-155.56,35.31,7002,622,155,AAL2189 
C0809D,7851,49.08650,-122.54678,2017/06/27,08:24:32.491,109.52,47.07,23,775,84,WJA544  
ADAB31,3525,48.96085,-123.25153,2017/06/27,08:24:39.046,-158.61,37.03,7002,633,156,AAL2189 
ADAB31,3548,48.95773,-123.24956,2017/06/27,08:24:41.066,-159.09,37.33,7002,633,156,AAL2189 
ADAB31,3564,48.95564,-123.24824,2017/06/27,08:24:42.432,-159.41,37.53,7002,644,157,AAL2189 
C07FAF,1271,49.16254,-122.80151,2017/06/27,08:24:46.747,111.34,26.75,2247,459,241,
ADAB31,3609,48.94861,-123.24376,2017/06/27,08:24:47.129,-160.46,38.21,7002,648,157,AAL2189 
C07FAF,1264,49.16190,-122.80518,2017/06/27,08:24:49.205,111.67,26.55,2247,459,241,
ADAB31,3663,48.94167,-123.23942,2017/06/27,08:24:51.770,-161.46,38.89,7002,653,157,AAL2189 
ADAB31,3670,48.94107,-123.23907,2017/06/27,08:24:52.154,-161.54,38.95,7002,655,157,AAL2189 
C080A3,540,49.18387,-123.01483,2017/06/27,08:24:52.263,134.1,13.41,3335,396,281,WJA135  
ADAB31,3678,48.94016,-123.23850,2017/06/27,08:24:52.754,-161.67,39.03,7002,655,157,AAL2189 
ADAB31,3701,48.93650,-123.23617,2017/06/27,08:24:55.103,-162.18,39.4,7002,655,157,AAL2189 
ADAB31,3716,48.93480,-123.23512,2017/06/27,08:24:56.249,-162.42,39.56,7002,659,157,AAL2189 
C05EF7,2436,49.30915,-123.35514,2017/06/27,08:24:58.434,-83.3,17.25,2613,427,13,
C080A3,495,49.18528,-123.02671,2017/06/27,08:25:01.165,137.1,12.8,3335,396,281,WJA135  
C080A3,495,49.18542,-123.02800,2017/06/27,08:25:02.202,137.45,12.73,3335,396,281,WJA135  
C05EF7,2482,49.31323,-123.35287,2017/06/27,08:25:02.530,-82.21,17.17,2613,429,20,
ADAB31,3815,48.92426,-123.22858,2017/06/27,08:25:03.131,-163.83,40.62,7002,663,157,AAL2189 
ADAB31,3822,48.92300,-123.22779,2017/06/27,08:25:04.059,-163.99,40.74,7002,663,157,AAL2189 
C05EF7,2535,49.31786,-123.35008,2017/06/27,08:25:07.173,-80.94,17.08,2613,429,20,
A3F579,2810,48.95110,-122.93011,2017/06/27,08:25:08.593,151.02,39.39,1525,538,308,UPS6492 
C0809D,8331,49.09314,-122.43622,2017/06/27,08:25:09.521,106.01,54.02,23,801,84,WJA544  
ADAB31,3937,48.91068,-123.22005,2017/06/27,08:25:11.925,-165.57,41.99,7002,666,157,AAL2189 
C07FAF,1188,49.16405,-122.84153,2017/06/27,08:25:13.345,113.8,24.18,2247,411,259,
C07FAF,1180,49.16446,-122.84475,2017/06/27,08:25:15.747,113.97,23.96,2247,390,282,
C05EF7,2650,49.32715,-123.34449,2017/06/27,08:25:16.512,-78.33,16.96,2613,429,20,
A3F579,2688,48.96523,-122.93000,2017/06/27,08:25:19.680,149.94,37.92,1525,538,308,UPS6492 
C07FAF,1157,49.16547,-122.85292,2017/06/27,08:25:21.264,114.43,23.41,2247,388,281,
A3F579,2650,48.96927,-122.93004,2017/06/27,08:25:22.848,149.63,37.5,1525,509,,UPS6492 
A3F579,2642,48.96988,-122.93000,2017/06/27,08:25:23.339,149.57,37.44,1525,509,,UPS6492 
C058AA,6381,48.98932,-122.63489,2017/06/27,08:25:23.613,122.07,48.09,2602,855,99,ACA106  
A3F579,2619,48.97193,-122.93000,2017/06/27,08:25:24.924,149.41,37.23,1525,509,,UPS6492 
A3F579,2604,48.97321,-122.93004,2017/06/27,08:25:25.961,149.31,37.1,1525,509,,UPS6492 
ADAB31,4165,48.88818,-123.20567,2017/06/27,08:25:26.452,-168.27,44.3,7002,670,157,AAL2189 
A3F579,2596,48.97389,-122.93004,2017/06/27,08:25:26.507,149.25,37.03,1525,509,,UPS6492 
A3F579,2581,48.97593,-122.93000,2017/06/27,08:25:28.091,149.08,36.82,1525,507,,UPS6492 
A3F579,2574,48.97655,-122.93004,2017/06/27,08:25:28.583,149.04,36.75,1525,507,,UPS6492 
ADAB31,4203,48.88426,-123.20322,2017/06/27,08:25:29.020,-168.71,44.7,7002,675,157,AAL2189 
ADAB31,4211,48.88334,-123.20264,2017/06/27,08:25:29.510,-168.81,44.8,7002,675,157,AAL2189 
ADAB31,4226,48.88161,-123.20146,2017/06/27,08:25:30.604,-169.02,44.98,7002,675,157,AAL2189 
ADAB31,4234,48.88037,-123.20068,2017/06/27,08:25:31.477,-169.15,45.11,7002,675,157,AAL2189 
C058AA,6518,48.98571,-122.60171,2017/06/27,08:25:33.880,120.69,50.15,2602,855,99,ACA106  
C05EF7,2855,49.34612,-123.33404,2017/06/27,08:25:35.464,-72.83,16.99,2613,424,20,
C04604,441,49.19529,-123.23993,2017/06/27,08:25:37.321,-127.28,13.01,,,,
C080A3,319,49.19040,-123.07239,2017/06/27,08:25:37.976,153.25,10.84,3335,307,280,WJA135  
A3F579,2444,48.98886,-122.93011,2017/06/27,08:25:38.304,148,35.49,1525,507,,UPS6492 
C05EF7,2878,49.34917,-123.33238,2017/06/27,08:25:38.522,-71.92,17.03,2613,424,20,
A3F579,2436,48.99010,-122.93011,2017/06/27,08:25:39.287,147.89,35.36,1525,507,,UPS6492 
C080A3,312,49.19078,-123.07575,2017/06/27,08:25:41.035,154.78,10.72,3335,307,280,WJA135  
A3F579,2406,48.99321,-122.93018,2017/06/27,08:25:41.744,147.62,35.04,1525,507,,UPS6492 
A3F579,2383,48.99530,-122.93015,2017/06/27,08:25:43.384,147.43,34.83,1525,507,,UPS6492 
ADAB31,4424,48.85820,-123.18623,2017/06/27,08:25:45.514,-171.54,47.44,7002,679,156,AAL2189 
A3F579,2345,48.99902,-122.93022,2017/06/27,08:25:46.333,147.1,34.45,1525,507,,UPS6492 
C07FAF,1020,49.16977,-122.89293,2017/06/27,08:25:48.025,117.23,20.76,2247,390,280,
C0809D,8818,49.10176,-122.30703,2017/06/27,08:25:51.303,102.96,62.45,23,824,84,WJA544  
C058AA,6754,48.97902,-122.54002,2017/06/27,08:25:52.995,118.48,54.08,2602,866,99,ACA106  
C058AA,6770,48.97859,-122.53608,2017/06/27,08:25:54.143,118.35,54.33,2602,866,99,ACA106  
C05EF7,3030,49.36501,-123.32343,2017/06/27,08:25:54.197,-67.12,17.3,2613,427,19,
A3F579,2216,49.01234,-122.93046,2017/06/27,08:25:56.874,145.87,33.09,1525,505,,UPS6492 
C0809D,8948,49.10405,-122.27306,2017/06/27,08:26:02.117,102.31,64.71,23,824,84,WJA544  
A3F579,2139,49.01960,-122.93051,2017/06/27,08:26:02.663,145.15,32.35,1525,503,,UPS6492 
C05EF7,3114,49.37382,-123.31821,2017/06/27,08:26:02.936,-64.38,17.53,2613,427,19,
C04604,731,49.20129,-123.27990,2017/06/27,08:26:04.247,-117.96,14.67,,388,283,
C04604,746,49.20157,-123.28149,2017/06/27,08:26:05.230,-117.65,14.75,,388,283,
A3F579,2094,49.02351,-122.93022,2017/06/27,08:26:05.776,144.7,31.97,1525,503,,UPS6492 
C0809D,8986,49.10500,-122.25917,2017/06/27,08:26:06.268,102.05,65.64,23,837,84,WJA544  
C04604,769,49.20209,-123.28484,2017/06/27,08:26:07.414,-117.01,14.9,,388,283,
C04604,792,49.20246,-123.28727,2017/06/27,08:26:08.835,-116.57,15.02,,388,283,
A3F579,2056,49.02737,-122.92942,2017/06/27,08:26:08.889,144.18,31.61,1525,503,,UPS6492 
A3F579,2056,49.02805,-122.92919,2017/06/27,08:26:09.381,144.08,31.55,1525,503,,UPS6492 
C04604,799,49.20255,-123.28808,2017/06/27,08:26:09.435,-116.43,15.06,,388,283,ANT7081 
C07FAF,875,49.17403,-122.93018,2017/06/27,08:26:13.259,120.63,18.36,2247,390,281,
A3F579,2002,49.03299,-122.92736,2017/06/27,08:26:13.422,143.28,31.12,1525,503,,UPS6492 
A3F579,2002,49.03363,-122.92708,2017/06/27,08:26:13.915,143.17,31.06,1525,507,14,UPS6492 
C04604,868,49.20385,-123.29696,2017/06/27,08:26:14.897,-114.91,15.51,35,431,284,ANT7081 
A3F579,1980,49.03546,-122.92617,2017/06/27,08:26:15.443,142.84,30.91,1525,507,14,UPS6492 
C04604,883,49.20413,-123.29862,2017/06/27,08:26:15.881,-114.63,15.59,35,438,283,ANT7081 
C058AA,7051,48.97449,-122.46009,2017/06/27,08:26:17.082,115.82,59.03,2602,881,89,ACA106  
C05EF7,3251,49.38821,-123.30963,2017/06/27,08:26:17.191,-59.87,18.02,2613,433,21,
A3F579,1957,49.03813,-122.92487,2017/06/27,08:26:17.628,142.35,30.69,1525,507,14,UPS6492 
C05EF7,3259,49.38918,-123.30903,2017/06/27,08:26:18.120,-59.56,18.06,2613,435,21,
C07FAF,830,49.17522,-122.94041,2017/06/27,08:26:20.194,121.75,17.72,2247,390,281,WJA241  
A3F579,1873,49.04681,-122.92039,2017/06/27,08:26:24.892,140.71,30,1525,505,18,UPS6492 
C07FAF,799,49.17609,-122.94765,2017/06/27,08:26:25.275,122.6,17.27,2247,390,281,WJA241  
A3F579,1835,49.05107,-122.91814,2017/06/27,08:26:28.496,139.89,29.66,1525,501,18,UPS6492 
C0809D,9252,49.10989,-122.18508,2017/06/27,08:26:29.588,100.81,70.64,23,848,84,WJA544  
A3F579,1804,49.05531,-122.91591,2017/06/27,08:26:32.101,139.05,29.34,1525,501,18,UPS6492 
A3F579,1797,49.05647,-122.91533,2017/06/27,08:26:33.083,138.83,29.25,1525,501,18,UPS6492 
A3F579,1797,49.05693,-122.91511,2017/06/27,08:26:33.467,138.74,29.21,1525,501,18,UPS6492 
C04604,1347,49.21454,-123.34203,2017/06/27,08:26:43.407,-107.72,17.76,35,440,283,ANT7081 
C04604,1462,49.21982,-123.35110,2017/06/27,08:26:50.343,-105.81,18.12,35,440,283,ANT7081 
A3F579,1652,49.07675,-122.90518,2017/06/27,08:26:50.616,134.77,27.74,1525,481,18,UPS6492 
C05EF7,3510,49.42438,-123.29174,2017/06/27,08:26:51.708,-49.28,20.04,2613,446,14,
A3F579,1591,49.08572,-122.90074,2017/06/27,08:26:58.644,132.91,27.11,1525,481,18,UPS6492 
C05EF7,3556,49.43336,-123.28880,2017/06/27,08:26:59.737,-47.03,20.7,2613,446,14,
C04604,1629,49.22787,-123.36223,2017/06/27,08:26:59.901,-103.25,18.55,35,455,319,ANT7081 
A3F579,1576,49.08801,-122.89969,2017/06/27,08:27:00.666,132.44,26.95,1525,468,17,UPS6492 
C04604,1675,49.23016,-123.36519,2017/06/27,08:27:02.522,-102.57,18.67,35,455,319,ANT7081 
A3F579,1545,49.09396,-122.89680,2017/06/27,08:27:06.072,131.19,26.55,1525,459,17,UPS6492 
A3F579,1507,49.10088,-122.89342,2017/06/27,08:27:12.571,129.71,26.1,1525,446,17,UPS6492 
A3F579,1492,49.10454,-122.89166,2017/06/27,08:27:16.067,128.92,25.87,1525,446,17,UPS6492 
C0809D,9709,49.12127,-122.02645,2017/06/27,08:27:18.033,98.66,81.49,23,851,84,WJA544  
C04604,2002,49.24822,-123.38817,2017/06/27,08:27:22.894,-97.61,19.78,35,459,320,ANT7081 
C04604,2010,49.24901,-123.38921,2017/06/27,08:27:23.822,-97.41,19.83,35,459,320,ANT7081 
C05EF7,3739,49.46385,-123.27915,2017/06/27,08:27:26.334,-40.09,23.17,2613,472,11,
A3F579,1408,49.11629,-122.88584,2017/06/27,08:27:27.536,126.33,25.16,1525,433,17,UPS6492 
C05EF7,3762,49.46734,-123.27796,2017/06/27,08:27:29.339,-39.34,23.47,2613,472,11,
C07FAF,456,49.18649,-123.03770,2017/06/27,08:27:30.650,140.28,12.27,2247,385,280,WJA241  
C04604,2132,49.25633,-123.39837,2017/06/27,08:27:31.851,-95.62,20.35,35,468,321,ANT7081 
C058AA,7881,48.98967,-122.20751,2017/06/27,08:27:31.960,108.39,73.99,2602,881,89,ACA106  
A3F579,1370,49.12106,-122.88342,2017/06/27,08:27:32.288,125.26,24.9,1525,422,18,UPS6492 
C05EF7,3784,49.47162,-123.27658,2017/06/27,08:27:32.998,-38.45,23.84,2613,477,12,
A3F579,1355,49.12367,-122.88208,2017/06/27,08:27:34.910,124.67,24.76,1525,418,18,UPS6492 
C05EF7,3800,49.47437,-123.27566,2017/06/27,08:27:35.347,-37.88,24.08,2613,477,12,
C05EF7,3838,49.48093,-123.27343,2017/06/27,08:27:40.918,-36.55,24.65,2613,477,12,
C05EF7,3838,49.48144,-123.27328,2017/06/27,08:27:41.354,-36.45,24.7,2613,477,12,
C07FAF,380,49.18863,-123.05678,2017/06/27,08:27:46.324,146.8,11.44,2247,385,280,WJA241  
C020E8,456,49.18890,-123.21202,2017/06/27,08:27:46.652,-136.84,12.35,2612,307,268,
C05EF7,3914,49.49355,-123.26906,2017/06/27,08:27:51.568,-34.1,25.78,2613,485,12,
C07FAF,350,49.18942,-123.06422,2017/06/27,08:27:52.715,149.75,11.15,2247,311,280,WJA241  
C020E8,616,49.18661,-123.22428,2017/06/27,08:27:56.811,-133.93,13.06,2612,322,256,ROU1832 
C05EF7,4013,49.50961,-123.26341,2017/06/27,08:28:05.167,-31.18,27.26,2613,487,12,
C04604,2589,49.28839,-123.43826,2017/06/27,08:28:05.330,-88.92,23.04,35,509,320,ANT7081 
C020E8,746,49.18342,-123.23632,2017/06/27,08:28:06.314,-131.72,13.86,2612,322,256,ROU1832 
C020E8,875,49.18053,-123.24788,2017/06/27,08:28:14.780,-129.83,14.63,2612,322,256,ROU1832 
C020E8,1203,49.17403,-123.27371,2017/06/27,08:28:32.202,-126.4,16.41,2612,396,250,ROU1832 
C05EF7,4211,49.54289,-123.25131,2017/06/27,08:28:32.966,-25.78,30.43,2613,488,13,
A3F579,959,49.16731,-122.91489,2017/06/27,08:28:35.261,120.2,19.69,1525,348,305,UPS6492 
C05EF7,4234,49.54665,-123.24991,2017/06/27,08:28:36.080,-25.22,30.8,2613,488,13,
A3F579,936,49.16992,-122.92068,2017/06/27,08:28:40.557,120.34,19.18,1525,348,305,UPS6492 
C05EF7,4272,49.55232,-123.24788,2017/06/27,08:28:40.777,-24.41,31.35,2613,494,13,
A3F579,891,49.17294,-122.92949,2017/06/27,08:28:47.986,120.79,18.48,1525,350,301,UPS6492 
C020E8,1500,49.16666,-123.29927,2017/06/27,08:28:48.532,-124,18.29,2612,446,249,ROU1832 
C020E8,1561,49.16437,-123.30393,2017/06/27,08:28:51.754,-123.84,18.71,2612,446,249,ROU1832 
A3F579,845,49.17508,-122.94048,2017/06/27,08:28:56.561,121.79,17.73,1525,348,287,UPS6492 
C05EF7,4386,49.57213,-123.24055,2017/06/27,08:28:57.216,-21.72,33.32,2613,496,13,
C05EF7,4394,49.57320,-123.24015,2017/06/27,08:28:58.091,-21.58,33.43,2613,496,13,
C05EF7,4416,49.57668,-123.23885,2017/06/27,08:29:00.985,-21.14,33.78,2613,496,13,
C05EF7,4424,49.57781,-123.23839,2017/06/27,08:29:01.913,-20.99,33.89,2613,496,13,
A3F579,822,49.17604,-122.94765,2017/06/27,08:29:02.077,122.61,17.27,1525,348,287,UPS6492 
C05EF7,4432,49.57910,-123.23791,2017/06/27,08:29:03.005,-20.83,34.02,2613,496,13,
C020E8,1903,49.15018,-123.31915,2017/06/27,08:29:06.173,-124.73,20.61,2612,472,225,ROU1832 
C020E8,2079,49.14026,-123.32291,2017/06/27,08:29:14.311,-126.18,21.6,2612,472,225,ROU1832 
C05EF7,4523,49.59429,-123.23231,2017/06/27,08:29:15.567,-19.01,35.57,2613,498,13,
C05EF7,4554,49.59929,-123.23046,2017/06/27,08:29:19.718,-18.44,36.08,2613,498,13,
A3F579,715,49.17902,-122.97314,2017/06/27,08:29:21.521,126.11,15.73,1525,348,281,UPS6492 
C05EF7,4561,49.60185,-123.22945,2017/06/27,08:29:21.794,-18.15,36.34,2613,498,13,
C020E8,2315,49.12700,-123.32197,2017/06/27,08:29:24.743,-128.77,22.66,2612,518,172,ROU1832 
C01CAE,2360,49.31506,-122.52791,2017/06/27,08:29:25.725,86.72,43.13,534,,,
A3F579,685,49.18002,-122.98175,2017/06/27,08:29:28.183,127.5,15.23,1525,348,281,UPS6492 
A3F579,670,49.18044,-122.98525,2017/06/27,08:29:30.860,128.09,15.03,1525,348,281,UPS6492 
C05EF7,4653,49.61863,-123.22325,2017/06/27,08:29:35.612,-16.36,38.08,2613,500,13,
C01CAE,2292,49.30846,-122.54692,2017/06/27,08:29:37.523,87.3,41.7,534,479,242,
A3F579,624,49.18185,-122.99715,2017/06/27,08:29:40.200,130.28,14.36,1525,342,281,UPS6492 
C01CAE,2109,49.29561,-122.58451,2017/06/27,08:30:00.790,88.54,38.91,534,479,243,
C020E8,3137,49.07984,-123.29457,2017/06/27,08:30:01.827,-140.45,25.85,2612,527,162,ROU1832 
C020E8,3228,49.07393,-123.29118,2017/06/27,08:30:06.305,-141.81,26.31,2612,563,159,ROU1832 
A3F579,479,49.18611,-123.03441,2017/06/27,08:30:10.019,139.29,12.43,1525,327,280,UPS6492 
C020E8,3312,49.06696,-123.28710,2017/06/27,08:30:11.549,-143.39,26.86,2612,568,159,ROU1832 
C01CAE,2101,49.28741,-122.60841,2017/06/27,08:30:15.700,89.43,37.15,534,479,243,
C020E8,3381,49.05968,-123.28294,2017/06/27,08:30:16.846,-144.98,27.45,2612,583,159,ROU1832 
A3F579,449,49.18712,-123.04321,2017/06/27,08:30:17.229,142.02,12.02,1525,325,280,UPS6492 
C01CAE,2101,49.28654,-122.61087,2017/06/27,08:30:17.338,89.52,36.97,534,462,242,
A3F579,441,49.18719,-123.04377,2017/06/27,08:30:17.665,142.2,11.99,1525,325,280,UPS6492 
C020E8,3465,49.05025,-123.27752,2017/06/27,08:30:23.510,-146.98,28.24,2612,600,159,ROU1832 
C020E8,3480,49.04879,-123.27665,2017/06/27,08:30:24.493,-147.29,28.37,2612,607,159,ROU1832 
A3F579,403,49.18826,-123.05295,2017/06/27,08:30:25.312,145.36,11.59,1525,322,280,UPS6492 
C020E8,3525,49.04283,-123.27322,2017/06/27,08:30:28.589,-148.51,28.88,2612,620,159,ROU1832 
C020E8,3541,49.04150,-123.27245,2017/06/27,08:30:29.518,-148.78,28.99,2612,624,159,ROU1832 
C01CAE,2025,49.27945,-122.63113,2017/06/27,08:30:30.391,90.37,35.51,534,461,242,
C01CAE,2018,49.27913,-122.63207,2017/06/27,08:30:30.883,90.41,35.44,534,462,242,
A3F579,380,49.18905,-123.06003,2017/06/27,08:30:31.374,148.04,11.3,1525,316,281,UPS6492 
C020E8,3564,49.03793,-123.27040,2017/06/27,08:30:31.975,-149.49,29.31,2612,625,159,ROU1832 
A3F579,380,49.18918,-123.06110,2017/06/27,08:30:32.302,148.46,11.26,1525,316,281,UPS6492 
A3F579,373,49.18928,-123.06169,2017/06/27,08:30:32.795,148.69,11.23,1525,316,281,UPS6492 
C020E8,3594,49.03268,-123.26732,2017/06/27,08:30:35.416,-150.54,29.77,2612,631,158,ROU1832 
C020E8,3609,49.03133,-123.26653,2017/06/27,08:30:36.290,-150.8,29.89,2612,631,158,ROU1832 
C020E8,3609,49.03073,-123.26617,2017/06/27,08:30:36.781,-150.92,29.94,2612,631,158,ROU1832 
C020E8,3617,49.02919,-123.26526,2017/06/27,08:30:37.765,-151.22,30.08,2612,651,158,ROU1832 
C020E8,3632,49.02765,-123.26436,2017/06/27,08:30:38.693,-151.51,30.22,2612,651,158,ROU1832 
C020E8,3640,49.02626,-123.26349,2017/06/27,08:30:39.621,-151.79,30.34,2612,651,158,ROU1832 
C020E8,3647,49.02458,-123.26248,2017/06/27,08:30:40.768,-152.11,30.49,2612,651,158,ROU1832 
C020E8,3663,49.02286,-123.26147,2017/06/27,08:30:41.806,-152.44,30.65,2612,651,158,ROU1832 
A3F579,335,49.19046,-123.07209,2017/06/27,08:30:42.243,153.09,10.84,1525,305,280,UPS6492 
C020E8,3670,49.02067,-123.26017,2017/06/27,08:30:43.227,-152.85,30.85,2612,651,158,ROU1832 
A3F579,327,49.19064,-123.07364,2017/06/27,08:30:43.663,153.79,10.79,1525,305,280,UPS6492 
C020E8,3693,49.01770,-123.25836,2017/06/27,08:30:45.138,-153.41,31.11,2612,672,158,ROU1832 
C020E8,3716,49.01406,-123.25612,2017/06/27,08:30:47.432,-154.1,31.45,2612,677,157,ROU1832 
C020E8,3731,49.01244,-123.25512,2017/06/27,08:30:48.415,-154.4,31.6,2612,681,157,ROU1832 
C020E8,3731,49.01184,-123.25470,2017/06/27,08:30:48.852,-154.52,31.65,2612,681,157,ROU1832 
C020E8,3769,49.00619,-123.25121,2017/06/27,08:30:52.347,-155.55,32.17,2612,685,157,ROU1832 
C020E8,3792,49.00377,-123.24969,2017/06/27,08:30:53.876,-155.99,32.4,2612,685,157,ROU1832 
C020E8,3792,49.00293,-123.24918,2017/06/27,08:30:54.313,-156.13,32.48,2612,698,157,ROU1832 
C020E8,3800,49.00233,-123.24875,2017/06/27,08:30:54.804,-156.25,32.53,2612,698,157,ROU1832 
C020E8,3815,49.00035,-123.24752,2017/06/27,08:30:55.897,-156.6,32.72,2612,698,157,ROU1832 
C020E8,3822,48.99889,-123.24660,2017/06/27,08:30:56.880,-156.86,32.85,2612,703,157,ROU1832 
C020E8,3845,48.99655,-123.24519,2017/06/27,08:30:58.245,-157.26,33.08,2612,705,157,ROU1832 
C01CAE,1774,49.26293,-122.67862,2017/06/27,08:30:59.939,92.64,32.14,534,462,242,
C01CAE,1766,49.26274,-122.67927,2017/06/27,08:31:00.430,92.66,32.1,534,462,242,
C049E9,266,49.19133,-123.21850,2017/06/27,08:31:05.454,-134.13,12.39,,324,280,
C05EF7,5247,49.72870,-123.18240,2017/06/27,08:31:05.564,-7.58,49.79,2613,500,13,
C020E8,3960,48.98254,-123.23639,2017/06/27,08:31:06.602,-159.63,34.41,2612,716,157,ROU1832 
C01CAE,1721,49.25867,-122.69116,2017/06/27,08:31:07.803,93.3,31.27,534,474,243,
C01CAE,1721,49.25844,-122.69179,2017/06/27,08:31:08.186,93.34,31.23,534,474,243,
C020E8,4005,48.97817,-123.23364,2017/06/27,08:31:09.223,-160.34,34.84,2612,727,157,ROU1832 
C01CAE,1705,49.25716,-122.69566,2017/06/27,08:31:10.480,93.55,30.96,534,474,243,
C020E8,4036,48.97477,-123.23155,2017/06/27,08:31:11.244,-160.87,35.17,2612,731,157,ROU1832 
C020E8,4059,48.97323,-123.23061,2017/06/27,08:31:12.172,-161.11,35.32,2612,731,157,ROU1832 
C01CAE,1690,49.25595,-122.69914,2017/06/27,08:31:12.719,93.75,30.72,534,474,243,
C020E8,4142,48.96541,-123.22569,2017/06/27,08:31:16.706,-162.32,36.09,2612,737,157,ROU1832 
C020E8,4150,48.96474,-123.22526,2017/06/27,08:31:17.198,-162.42,36.16,2612,737,157,ROU1832 
C020E8,4317,48.94958,-123.21583,2017/06/27,08:31:25.936,-164.61,37.68,2612,746,157,ROU1832 
C020E8,4386,48.94283,-123.21160,2017/06/27,08:31:29.868,-165.55,38.36,2612,750,157,ROU1832 
C049E9,510,49.19096,-123.25099,2017/06/27,08:31:30.360,-126.17,13.91,,324,280,
C01CAE,1553,49.24562,-122.72891,2017/06/27,08:31:31.451,95.59,28.72,534,474,243,
C01CAE,1545,49.24505,-122.73051,2017/06/27,08:31:32.326,95.7,28.61,534,474,243,
C020E8,4493,48.93375,-123.20597,2017/06/27,08:31:35.003,-166.75,39.29,2612,753,157,ROU1832 
C049E9,563,49.19019,-123.25893,2017/06/27,08:31:36.203,-124.79,14.37,32,361,262,
C01CAE,1515,49.24235,-122.73825,2017/06/27,08:31:37.132,96.23,28.11,534,475,242,
C020E8,4554,48.92761,-123.20213,2017/06/27,08:31:38.498,-167.54,39.92,2612,755,157,ROU1832 
C01CAE,1507,49.24136,-122.74109,2017/06/27,08:31:39.044,96.43,27.92,534,475,242,
C020E8,4599,48.92342,-123.19953,2017/06/27,08:31:40.955,-168.06,40.35,2612,755,157,ROU1832 
C020E8,4622,48.92147,-123.19830,2017/06/27,08:31:41.993,-168.3,40.56,2612,755,157,ROU1832 
C020E8,4729,48.91141,-123.19209,2017/06/27,08:31:47.727,-169.5,41.6,2612,764,157,ROU1832 
C020E8,4736,48.91068,-123.19160,2017/06/27,08:31:48.164,-169.59,41.68,2612,764,157,ROU1832 
C020E8,4744,48.90981,-123.19111,2017/06/27,08:31:48.710,-169.69,41.77,2612,764,157,ROU1832 
C020E8,4797,48.90517,-123.18818,2017/06/27,08:31:51.223,-170.23,42.26,2612,766,157,ROU1832 
C01CAE,1485,49.23376,-122.76306,2017/06/27,08:31:53.026,98.07,26.51,534,459,243,WJA701  
C020E8,4828,48.90164,-123.18601,2017/06/27,08:31:53.298,-170.62,42.63,2612,766,157,ROU1832 
C01CAE,1485,49.23354,-122.76362,2017/06/27,08:31:53.463,98.12,26.48,534,459,243,WJA701  
C03517,2124,49.31026,-122.57411,2017/06/27,08:31:59.143,86.97,39.75,1744,477,241,
C020E8,4957,48.88966,-123.17857,2017/06/27,08:31:59.961,-171.92,43.9,2612,770,157,ROU1832 
C01CAE,1469,49.22969,-122.77482,2017/06/27,08:32:00.672,99.02,25.78,534,446,243,WJA701  
C020E8,5033,48.88211,-123.17392,2017/06/27,08:32:04.112,-172.7,44.7,2612,770,157,ROU1832 
C020E8,5087,48.87726,-123.17089,2017/06/27,08:32:06.843,-173.19,45.22,2612,770,157,ROU1832 
C049E9,822,49.18663,-123.30708,2017/06/27,08:32:07.936,-118.15,17.23,32,361,262,
C049E9,883,49.18607,-123.31484,2017/06/27,08:32:12.741,-117.32,17.72,32,425,264,
C01CAE,1370,49.22173,-122.79806,2017/06/27,08:32:16.182,101.09,24.37,534,444,243,WJA701  
C049E9,951,49.18469,-123.32724,2017/06/27,08:32:20.170,-116.22,18.53,32,440,262,
C020E8,5414,48.84480,-123.15088,2017/06/27,08:32:24.703,-176.2,48.73,2612,787,157,ROU1832 
C03517,2101,49.29488,-122.61503,2017/06/27,08:32:25.740,88.54,36.69,1744,477,241,
C03517,2101,49.29465,-122.61566,2017/06/27,08:32:26.123,88.57,36.65,1744,477,241,
C01CAE,1317,49.21614,-122.81428,2017/06/27,08:32:27.215,102.7,23.43,534,438,243,WJA701  
C03517,2101,49.29369,-122.61813,2017/06/27,08:32:27.597,88.67,36.46,1744,477,241,
C01CAE,1309,49.21587,-122.81518,2017/06/27,08:32:27.652,102.78,23.38,534,438,243,WJA701  
C020E8,5582,48.82741,-123.14019,2017/06/27,08:32:34.206,-177.63,50.64,2612,794,157,ROU1832 
C01CAE,1256,49.21266,-122.82447,2017/06/27,08:32:34.260,103.78,22.86,534,427,243,WJA701  
