hex_ident,altitude(meter),latitude,longitude,date,time,angle,distance(kilometer),squawk,ground_speed(kilometerph),track,callsign
A24A0A,929,49.11072,-122.85807,2017/06/27,10:59:08.253,124.2,27.01,1613,411,74,ASA701  
A0FAC3,6663,48.88742,-122.50474,2017/06/27,10:59:24.912,123.65,62.79,7004,729,109,SKW5562 
A0FAC3,6686,48.88632,-122.50009,2017/06/27,10:59:26.772,123.52,63.12,7004,729,109,SKW5562 
A0FAC3,6716,48.88445,-122.49214,2017/06/27,10:59:29.824,123.31,63.68,5566,733,109,SKW5562 
A0FAC3,6724,48.88381,-122.48954,2017/06/27,10:59:30.814,123.24,63.87,5566,733,109,SKW5562 
A0FAC3,6754,48.88193,-122.48164,2017/06/27,10:59:33.812,123.04,64.43,5566,735,109,SKW5562 
A0FAC3,6770,48.88059,-122.47588,2017/06/27,10:59:35.998,122.89,64.84,7004,735,109,SKW5562 
A0FAC3,6777,48.88036,-122.47494,2017/06/27,10:59:36.488,122.87,64.9,7004,735,109,SKW5562 
A0FAC3,6777,48.87996,-122.47333,2017/06/27,10:59:36.927,122.83,65.02,7004,735,109,SKW5562 
A24A0A,761,49.13475,-122.87025,2017/06/27,10:59:38.352,121.51,24.52,1613,359,4,ASA701  
A24A0A,761,49.13503,-122.87074,2017/06/27,10:59:38.838,121.52,24.48,1613,348,311,ASA701  
A0FAC3,6808,48.87785,-122.46438,2017/06/27,10:59:40.370,122.61,65.65,7004,737,109,SKW5562 
A0FAC3,6815,48.87749,-122.46284,2017/06/27,10:59:40.969,122.57,65.76,7004,737,109,SKW5562 
A24A0A,731,49.13798,-122.87673,2017/06/27,10:59:44.466,121.62,23.93,1613,348,308,ASA701  
A24A0A,723,49.13828,-122.87736,2017/06/27,10:59:45.062,121.63,23.88,1613,348,308,ASA701  
A24A0A,723,49.13849,-122.87782,2017/06/27,10:59:45.501,121.64,23.84,1613,348,308,ASA701  
A24A0A,708,49.13956,-122.88006,2017/06/27,10:59:47.575,121.69,23.63,1613,346,306,ASA701  
A0FAC3,6922,48.87035,-122.43280,2017/06/27,10:59:52.328,121.86,67.91,7004,738,109,SKW5562 
A24A0A,677,49.14273,-122.88678,2017/06/27,10:59:53.802,121.84,23.04,1613,348,306,ASA701  
A0FAC3,6937,48.86905,-122.42745,2017/06/27,10:59:54.405,121.75,68.3,7004,738,109,SKW5562 
A24A0A,662,49.14372,-122.88884,2017/06/27,10:59:55.767,121.89,22.85,1613,348,306,ASA701  
A24A0A,647,49.14505,-122.89166,2017/06/27,10:59:58.337,121.96,22.6,1613,348,306,ASA701  
A0FAC3,6990,48.86584,-122.41379,2017/06/27,10:59:59.541,121.44,69.27,7004,738,109,SKW5562 
A24A0A,624,49.14753,-122.89697,2017/06/27,11:00:03.306,122.09,22.13,1613,346,306,ASA701  
A0FAC3,7067,48.86076,-122.39261,2017/06/27,11:00:07.511,121,70.8,7004,742,109,SKW5562 
A24A0A,594,49.14977,-122.90159,2017/06/27,11:00:07.674,122.2,21.71,1613,346,306,ASA701  
780B15,2330,48.94322,-122.96251,2017/06/27,11:00:08.332,155.82,39.46,3275,477,308,
A0FAC3,7082,48.85991,-122.38889,2017/06/27,11:00:08.984,120.92,71.07,7004,742,109,SKW5562 
A0FAC3,7128,48.85689,-122.37622,2017/06/27,11:00:13.743,120.67,71.99,7004,744,109,SKW5562 
A0FAC3,7135,48.85657,-122.37481,2017/06/27,11:00:14.284,120.64,72.09,7004,744,109,SKW5562 
A0FAC3,7150,48.85533,-122.36981,2017/06/27,11:00:16.141,120.54,72.45,7004,744,109,SKW5562 
A24A0A,571,49.15604,-122.91469,2017/06/27,11:00:20.180,122.55,20.54,1613,338,307,ASA701  
A24A0A,571,49.15902,-122.92097,2017/06/27,11:00:26.407,122.73,19.98,1613,327,307,ASA701  
A0FAC3,7257,48.84851,-122.34114,2017/06/27,11:00:27.009,120,74.53,7004,744,109,SKW5562 
A0FAC3,7265,48.84787,-122.33847,2017/06/27,11:00:27.937,119.95,74.73,7004,744,109,SKW5562 
A24A0A,571,49.16079,-122.92458,2017/06/27,11:00:29.958,122.83,19.66,1613,324,307,ASA701  
A24A0A,578,49.16382,-122.93096,2017/06/27,11:00:36.456,123.04,19.09,1613,324,307,ASA701  
A0FAC3,7341,48.84149,-122.31180,2017/06/27,11:00:37.987,119.49,76.67,7004,750,109,SKW5562 
A0FAC3,7356,48.84019,-122.30645,2017/06/27,11:00:40.009,119.4,77.07,7004,751,109,SKW5562 
A0FAC3,7356,48.83963,-122.30414,2017/06/27,11:00:40.880,119.36,77.24,7004,751,109,SKW5562 
A24A0A,578,49.16684,-122.93722,2017/06/27,11:00:42.847,123.25,18.53,1613,320,307,ASA701  
A0FAC3,7386,48.83739,-122.29467,2017/06/27,11:00:44.380,119.2,77.93,7004,753,109,SKW5562 
A24A0A,578,49.16785,-122.93934,2017/06/27,11:00:44.924,123.32,18.34,1613,320,307,ASA701  
A24A0A,578,49.16991,-122.94370,2017/06/27,11:00:49.352,123.49,17.95,1613,320,307,ASA701  
A24A0A,578,49.17071,-122.94540,2017/06/27,11:00:51.094,123.55,17.8,1613,320,307,ASA701  
A24A0A,578,49.17091,-122.94589,2017/06/27,11:00:51.532,123.58,17.76,1613,320,307,ASA701  
A0FAC3,7440,48.83274,-122.27530,2017/06/27,11:00:51.533,118.89,79.35,7004,755,109,SKW5562 
A24A0A,578,49.17110,-122.94624,2017/06/27,11:00:51.972,123.59,17.73,1613,320,307,ASA701  
A0FAC3,7447,48.83218,-122.27299,2017/06/27,11:00:52.459,118.85,79.52,7004,755,109,SKW5562 
A0FAC3,7463,48.83092,-122.26779,2017/06/27,11:00:54.428,118.77,79.9,7004,759,110,SKW5562 
A24A0A,578,49.17563,-122.95666,2017/06/27,11:01:02.185,124.12,16.84,1613,320,307,ASA701  
780B15,1896,48.99004,-123.00141,2017/06/27,11:01:03.388,158.56,33.67,3275,420,3,
A24A0A,578,49.17755,-122.96525,2017/06/27,11:01:09.555,125.08,16.25,1613,320,307,ASA701  
780B15,1820,49.00058,-123.00089,2017/06/27,11:01:13.268,157.75,32.55,3275,420,3,
A24A0A,578,49.18137,-122.99332,2017/06/27,11:01:32.876,129.55,14.57,1613,320,285,ASA701  
A24A0A,578,49.18176,-122.99666,2017/06/27,11:01:35.660,130.19,14.39,1613,320,281,ASA701  
A24A0A,578,49.18183,-122.99729,2017/06/27,11:01:36.210,130.32,14.35,1613,320,281,ASA701  
780B15,1675,49.02548,-122.99983,2017/06/27,11:01:36.698,155.64,29.92,3275,420,3,
A24A0A,571,49.18272,-123.00481,2017/06/27,11:01:42.433,131.85,13.94,1613,320,281,ASA701  
780B15,1614,49.03473,-122.99932,2017/06/27,11:01:45.438,154.75,28.94,3275,420,3,
A24A0A,533,49.18393,-123.01529,2017/06/27,11:01:50.898,134.21,13.38,1613,325,281,ASA701  
C03DE7,708,49.32541,-122.85602,2017/06/27,11:01:59.691,80.47,19.76,,200,166,
C03DE7,700,49.32422,-122.85560,2017/06/27,11:02:02.040,80.74,19.76,,200,166,
780B15,1477,49.05247,-122.99339,2017/06/27,11:02:02.372,151.96,27.22,3275,427,1,
A0FAC3,8011,48.76987,-122.07691,2017/06/27,11:02:07.393,116.98,95.09,7004,764,115,SKW5562 
A0FAC3,8019,48.76892,-122.07430,2017/06/27,11:02:08.485,116.96,95.3,7004,764,115,SKW5562 
A24A0A,456,49.18652,-123.03716,2017/06/27,11:02:08.759,140.09,12.29,1613,325,281,ASA701  
C03DE7,685,49.32028,-122.85384,2017/06/27,11:02:10.016,81.66,19.79,,200,166,
A24A0A,441,49.18695,-123.04124,2017/06/27,11:02:12.202,141.37,12.1,1613,325,281,ASA701  
780B15,1386,49.06590,-122.97553,2017/06/27,11:02:19.086,147.18,26.31,3275,427,1,
A24A0A,396,49.18821,-123.05222,2017/06/27,11:02:21.703,145.09,11.62,1613,303,281,ASA701  
C03DE7,654,49.31348,-122.85013,2017/06/27,11:02:24.331,83.24,19.91,,201,159,
A24A0A,319,49.19060,-123.07300,2017/06/27,11:02:40.928,153.49,10.81,1613,279,281,ASA701  
780B15,1218,49.08508,-122.91025,2017/06/27,11:03:09.000,134.27,26.77,3275,400,79,
780B15,1073,49.11941,-122.89769,2017/06/27,11:03:51.491,127.24,24.33,3275,322,10,CSN378  
780B15,1073,49.12020,-122.89748,2017/06/27,11:03:52.473,127.08,24.27,3275,322,10,CSN378  
780B15,1066,49.12093,-122.89729,2017/06/27,11:03:53.409,126.93,24.22,3275,322,10,CSN378  
780B15,1050,49.12369,-122.89661,2017/06/27,11:03:56.957,126.37,24.03,3275,322,10,CSN378  
780B15,1035,49.12729,-122.89567,2017/06/27,11:04:01.433,125.64,23.78,3275,320,9,CSN378  
780B15,1020,49.12903,-122.89525,2017/06/27,11:04:03.615,125.28,23.66,3275,320,9,CSN378  
C05EFA,7219,49.47400,-122.16789,2017/06/27,11:04:05.255,78.17,72.17,,,,
C03DE7,456,49.27433,-122.79419,2017/06/27,11:04:11.380,91.51,23.7,775,196,137,
C03DE7,434,49.27153,-122.78856,2017/06/27,11:04:20.444,91.98,24.12,775,201,127,
C03DE7,418,49.27016,-122.78581,2017/06/27,11:04:24.863,92.21,24.33,775,201,127,
C03DE7,388,49.26631,-122.77799,2017/06/27,11:04:37.209,92.82,24.92,775,201,127,
780B15,860,49.15347,-122.90715,2017/06/27,11:04:38.026,122.14,21.14,3275,314,322,CSN378  
780B15,860,49.15402,-122.90807,2017/06/27,11:04:38.961,122.14,21.05,3275,314,322,CSN378  
780B15,845,49.15549,-122.91070,2017/06/27,11:04:41.962,122.16,20.8,3275,314,322,CSN378  
780B15,822,49.15739,-122.91424,2017/06/27,11:04:45.734,122.21,20.46,3275,314,322,CSN378  
780B15,822,49.15772,-122.91475,2017/06/27,11:04:46.329,122.21,20.41,3275,314,322,CSN378  
780B15,807,49.15906,-122.91729,2017/06/27,11:04:49.004,122.25,20.17,3275,314,310,CSN378  
780B15,807,49.15956,-122.91821,2017/06/27,11:04:49.933,122.26,20.09,3275,314,310,CSN378  
780B15,799,49.16047,-122.92003,2017/06/27,11:04:51.896,122.3,19.92,3275,314,310,CSN378  
C023B7,2299,49.28806,-122.57629,2017/06/27,11:05:06.372,89.39,39.48,1370,498,245,
C023B7,2269,49.28639,-122.58140,2017/06/27,11:05:09.326,89.56,39.11,1370,498,245,
C058D5,3739,49.44846,-123.43725,2017/06/27,11:05:23.252,-61.44,29.41,,,,
C023B7,2155,49.27782,-122.60916,2017/06/27,11:05:25.273,90.54,37.1,1370,501,245,
780B15,700,49.17668,-122.95504,2017/06/27,11:05:27.779,123.6,16.84,3275,312,292,CSN378  
C05EFA,6648,49.40352,-122.34324,2017/06/27,11:05:29.363,80.79,57.9,1740,,,
C027F5,190,49.19778,-123.19970,2017/06/27,11:05:29.472,-138.14,11.04,,,,
780B15,700,49.17714,-122.95758,2017/06/27,11:05:29.971,123.89,16.67,3275,312,287,CSN378  
C023B7,2018,49.26917,-122.63655,2017/06/27,11:05:41.437,91.64,35.15,1370,498,245,
C023B7,1926,49.26405,-122.65289,2017/06/27,11:05:50.881,92.35,34,1370,494,245,
C058D5,3487,49.39883,-123.39647,2017/06/27,11:06:01.314,-66.36,23.78,3304,592,151,ACA841  
780B15,616,49.18179,-122.99621,2017/06/27,11:06:04.321,130.08,14.4,3275,290,280,CSN378  
C023B7,1789,49.25399,-122.68462,2017/06/27,11:06:09.671,93.89,31.79,1370,488,245,
C023B7,1782,49.25345,-122.68630,2017/06/27,11:06:10.713,93.98,31.68,1370,483,244,
C027F5,327,49.21023,-123.22815,2017/06/27,11:06:11.312,-125,11.21,264,,,
C023B7,1782,49.25292,-122.68794,2017/06/27,11:06:11.800,94.06,31.57,1370,483,244,
780B15,586,49.18291,-123.00610,2017/06/27,11:06:13.226,132.12,13.86,3275,290,280,CSN378  
780B15,578,49.18295,-123.00673,2017/06/27,11:06:13.769,132.26,13.83,3275,294,280,CSN378  
C05EFA,6320,49.36437,-122.44176,2017/06/27,11:06:16.607,82.84,50.03,1740,638,239,
780B15,571,49.18336,-123.01004,2017/06/27,11:06:16.825,132.99,13.65,3275,294,281,CSN378  
780B15,555,49.18364,-123.01272,2017/06/27,11:06:19.174,133.61,13.51,3275,294,281,CSN378  
C05EFA,6290,49.36083,-122.45065,2017/06/27,11:06:20.975,83.06,49.33,1740,638,239,
780B15,533,49.18442,-123.01913,2017/06/27,11:06:24.970,135.13,13.18,3275,292,281,CSN378  
780B15,525,49.18456,-123.02068,2017/06/27,11:06:26.437,135.53,13.1,3275,292,281,CSN378  
C058D5,3312,49.36432,-123.36823,2017/06/27,11:06:27.911,-71.08,20.1,3304,587,151,ACA841  
C023B7,1728,49.24459,-122.71410,2017/06/27,11:06:28.076,95.54,29.8,1370,462,244,
C05EFA,6244,49.35489,-122.46559,2017/06/27,11:06:28.185,83.44,48.15,1740,638,239,
C05EFA,6237,49.35406,-122.46763,2017/06/27,11:06:29.226,83.49,47.99,1740,638,239,
C05EFA,6221,49.35235,-122.47183,2017/06/27,11:06:31.253,83.6,47.66,1740,631,239,
780B15,472,49.18602,-123.03314,2017/06/27,11:06:38.127,138.9,12.48,3275,285,280,CSN378  
C023B7,1660,49.23715,-122.73750,2017/06/27,11:06:43.480,97.02,28.26,1370,444,245,
C023B7,1629,49.23450,-122.74588,2017/06/27,11:06:49.158,97.59,27.72,1370,435,245,
780B15,426,49.18744,-123.04568,2017/06/27,11:06:50.468,142.82,11.91,3275,270,280,CSN378  
C05EFA,6084,49.33548,-122.51390,2017/06/27,11:06:51.779,84.81,44.37,1740,627,239,
C023B7,1606,49.23262,-122.75179,2017/06/27,11:06:53.096,98,27.34,1370,435,245,
C05EFA,6069,49.33406,-122.51742,2017/06/27,11:06:53.526,84.92,44.1,1740,627,239,
C023B7,1606,49.23239,-122.75243,2017/06/27,11:06:53.527,98.06,27.3,1370,435,245,
C05EFA,6069,49.33369,-122.51830,2017/06/27,11:06:53.963,84.94,44.03,1740,627,239,
C023B7,1599,49.23192,-122.75386,2017/06/27,11:06:54.510,98.16,27.21,1370,435,245,
C023B7,1591,49.23129,-122.75595,2017/06/27,11:06:55.990,98.31,27.07,1370,431,245,
780B15,403,49.18826,-123.05237,2017/06/27,11:06:57.513,145.13,11.61,3275,253,281,CSN378  
780B15,396,49.18835,-123.05335,2017/06/27,11:06:58.497,145.49,11.57,3275,253,281,CSN378  
780B15,396,49.18840,-123.05371,2017/06/27,11:06:58.934,145.62,11.55,3275,253,281,CSN378  
C05EFA,6031,49.32953,-122.52862,2017/06/27,11:06:59.043,85.27,43.23,1740,627,239,
C058D5,3084,49.32070,-123.33259,2017/06/27,11:07:01.721,-79.43,15.93,3304,581,151,ACA841  
C05EFA,6016,49.32722,-122.53442,2017/06/27,11:07:01.835,85.46,42.79,1740,627,239,
780B15,380,49.18877,-123.05695,2017/06/27,11:07:02.322,146.83,11.42,3275,253,281,CSN378  
C05EFA,6008,49.32638,-122.53652,2017/06/27,11:07:02.866,85.53,42.63,1740,627,239,
780B15,365,49.18942,-123.06256,2017/06/27,11:07:08.221,149.02,11.19,3275,253,281,CSN378  
C05EFA,5962,49.32133,-122.54904,2017/06/27,11:07:08.983,85.96,41.66,1740,627,239,
C058D5,3046,49.30827,-123.32218,2017/06/27,11:07:11.557,-82.48,14.88,3304,574,149,ACA841  
780B15,350,49.18984,-123.06639,2017/06/27,11:07:12.151,150.61,11.05,3275,251,280,CSN378  
C023B7,1454,49.22356,-122.78025,2017/06/27,11:07:12.372,100.21,25.56,1370,431,245,
C05EFA,5924,49.31716,-122.55936,2017/06/27,11:07:14.063,86.32,40.88,1740,625,239,
C023B7,1431,49.22215,-122.78472,2017/06/27,11:07:15.319,100.58,25.29,1370,431,245,
780B15,327,49.19046,-123.07202,2017/06/27,11:07:18.160,153.06,10.84,3275,251,280,CSN378  
C023B7,1401,49.22054,-122.78975,2017/06/27,11:07:18.705,101.02,24.99,1370,431,245,
C05EFA,5879,49.31145,-122.57348,2017/06/27,11:07:20.998,86.85,39.8,1740,625,239,
780B15,312,49.19083,-123.07526,2017/06/27,11:07:21.490,154.53,10.73,3275,251,281,CSN378  
C05EFA,5871,49.31067,-122.57531,2017/06/27,11:07:21.927,86.92,39.66,1740,625,239,
C05EFA,5863,49.30980,-122.57756,2017/06/27,11:07:23.024,87,39.49,1740,625,239,
780B15,304,49.19100,-123.07665,2017/06/27,11:07:23.024,155.17,10.68,3275,251,281,CSN378  
C023B7,1378,49.21848,-122.79616,2017/06/27,11:07:23.241,101.6,24.61,1370,427,244,
780B15,289,49.19142,-123.08027,2017/06/27,11:07:26.850,156.9,10.56,3275,251,281,CSN378  
C058D5,3008,49.29053,-123.29343,2017/06/27,11:07:30.127,-87.29,12.55,3304,559,122,ACA841  
C023B7,1347,49.21500,-122.80715,2017/06/27,11:07:30.830,102.62,23.97,1370,427,244,
C058D5,3008,49.28984,-123.29139,2017/06/27,11:07:31.220,-87.5,12.4,3304,559,122,ACA841  
C023B7,1340,49.21445,-122.80884,2017/06/27,11:07:31.868,102.79,23.87,1370,427,244,
C05EFA,5802,49.30161,-122.59781,2017/06/27,11:07:32.959,87.82,37.97,1740,625,239,
C058D5,3008,49.28774,-123.28366,2017/06/27,11:07:35.201,-88.15,11.83,3304,548,112,ACA841  
C058D5,3015,49.28732,-123.28164,2017/06/27,11:07:36.241,-88.28,11.68,3304,548,112,ACA841  
C058D5,3015,49.28696,-123.27991,2017/06/27,11:07:37.111,-88.4,11.55,3304,548,112,ACA841  
C023B7,1317,49.21156,-122.81785,2017/06/27,11:07:38.264,103.69,23.36,1370,427,244,
C05EFA,5749,49.29524,-122.61364,2017/06/27,11:07:40.769,88.5,36.79,1740,624,239,
C058D5,3008,49.28494,-123.26632,2017/06/27,11:07:43.888,-89.07,10.56,3304,531,101,ACA841  
C023B7,1256,49.20660,-122.83344,2017/06/27,11:07:49.781,105.37,22.5,1370,427,244,
C023B7,1248,49.20590,-122.83561,2017/06/27,11:07:51.421,105.61,22.38,1370,427,244,
C05EFA,5673,49.28632,-122.63594,2017/06/27,11:07:51.694,89.53,35.16,1740,624,239,
C023B7,1233,49.20461,-122.83968,2017/06/27,11:07:54.268,106.08,22.17,1370,427,244,
C023B7,1226,49.20404,-122.84153,2017/06/27,11:07:55.681,106.29,22.07,1370,392,245,
C023B7,1218,49.20367,-122.84262,2017/06/27,11:07:56.554,106.43,22.01,1370,392,245,
C058D5,2901,49.28178,-123.24058,2017/06/27,11:07:56.773,-90.45,8.69,3304,529,100,ACA841  
C05EFA,5627,49.28142,-122.64813,2017/06/27,11:07:57.705,90.14,34.27,1740,624,239,
C058D5,2817,49.27945,-123.22273,2017/06/27,11:08:05.621,-91.89,7.4,3304,537,101,ACA841  
C058D5,2810,49.27890,-123.21843,2017/06/27,11:08:07.695,-92.3,7.1,3304,544,101,ACA841  
C023B7,1119,49.19762,-122.86199,2017/06/27,11:08:10.974,108.84,21.02,1370,390,245,
C05EFA,5483,49.26502,-122.68888,2017/06/27,11:08:17.754,92.41,31.38,1740,625,239,
C05EFA,5467,49.26409,-122.69112,2017/06/27,11:08:18.840,92.55,31.23,1740,625,239,
C05EFA,5452,49.26228,-122.69553,2017/06/27,11:08:21.025,92.83,30.92,1740,625,238,
C05EFA,5452,49.26153,-122.69734,2017/06/27,11:08:21.951,92.95,30.8,1740,625,238,
C05EFA,5422,49.25807,-122.70574,2017/06/27,11:08:26.104,93.5,30.22,1740,625,238,
C023B7,1035,49.19046,-122.88433,2017/06/27,11:08:27.959,112.05,19.99,1370,375,244,
C05EFA,5399,49.25581,-122.71136,2017/06/27,11:08:28.891,93.88,29.84,1740,625,238,
C058D5,2642,49.27199,-123.16301,2017/06/27,11:08:34.901,-104.72,3.29,3304,542,100,ACA841  
C05EFA,5330,49.24731,-122.73214,2017/06/27,11:08:39.101,95.38,28.46,1740,625,239,
C058D5,2596,49.27066,-123.15237,2017/06/27,11:08:40.139,-111.54,2.65,3304,542,100,ACA841  
C058D5,2581,49.27043,-123.15026,2017/06/27,11:08:41.066,-113.32,2.54,3304,542,100,ACA841  
C05EFA,5292,49.24338,-122.74172,2017/06/27,11:08:43.854,96.13,27.84,1740,625,239,
C0787B,761,49.19376,-123.30879,2017/06/27,11:08:46.640,-116.14,16.85,,,,
C0787B,784,49.19366,-123.31153,2017/06/27,11:08:48.551,-115.84,17.02,,,,
C023B7,868,49.17764,-122.92567,2017/06/27,11:08:59.916,119.21,18.35,1370,366,248,
C058D5,2345,49.26200,-123.08171,2017/06/27,11:09:14.220,118.87,3.64,3304,553,100,ACA841  
C058D5,2330,49.26148,-123.07759,2017/06/27,11:09:16.186,117.07,3.91,3304,553,100,ACA841  
C023B7,807,49.17662,-122.94879,2017/06/27,11:09:17.280,122.64,17.17,451,350,268,
C058D5,2322,49.26097,-123.07347,2017/06/27,11:09:18.210,115.54,4.19,3304,553,100,ACA841  
C05EFA,5148,49.20200,-122.84313,2017/06/27,11:09:34.919,106.79,22.05,1740,594,239,
C05EFA,5148,49.19738,-122.85454,2017/06/27,11:09:40.871,108.4,21.52,1740,594,239,
C05EFA,5148,49.19068,-122.87124,2017/06/27,11:09:49.611,110.95,20.8,1740,583,239,
C0787B,1226,49.16908,-123.38238,2017/06/27,11:09:49.775,-114.26,22.81,7025,,,
C058D5,2132,49.25157,-122.99867,2017/06/27,11:09:54.744,104.83,9.5,3304,548,100,ACA841  
C058D5,2124,49.25134,-122.99687,2017/06/27,11:09:55.673,104.73,9.63,3304,538,100,ACA841  
C058D5,2117,49.25087,-122.99303,2017/06/27,11:09:57.584,104.51,9.91,3304,538,100,ACA841  
C058D5,2079,49.24961,-122.98298,2017/06/27,11:10:02.555,104,10.64,3304,537,100,ACA841  
C058D5,2025,49.24745,-122.96546,2017/06/27,11:10:11.298,103.26,11.92,3304,537,100,ACA841  
C05BC9,2673,49.32498,-122.48079,2017/06/27,11:10:13.041,86.04,46.63,2137,485,229,
C058D5,1972,49.24525,-122.94779,2017/06/27,11:10:20.087,102.67,13.21,3304,533,100,ACA841  
C058D5,1941,49.24411,-122.93821,2017/06/27,11:10:24.838,102.37,13.91,3304,533,100,ACA841  
C023B7,472,49.18597,-123.03300,2017/06/27,11:10:25.220,138.87,12.49,1370,324,280,
C023B7,449,49.18666,-123.03892,2017/06/27,11:10:30.027,140.64,12.21,1370,324,280,
C023B7,434,49.18714,-123.04312,2017/06/27,11:10:33.305,141.98,12.02,1370,327,280,
C023B7,418,49.18770,-123.04803,2017/06/27,11:10:37.407,143.62,11.8,1370,327,280,
C0787B,1606,49.12481,-123.33606,2017/06/27,11:10:39.697,-127.27,23.51,7025,490,127,TSC770  
C058D5,1812,49.23979,-122.90275,2017/06/27,11:10:42.806,101.54,16.51,3304,524,100,ACA841  
C0787B,1759,49.11264,-123.31196,2017/06/27,11:10:55.313,-132.71,23.46,7025,509,127,TSC770  
C023B7,335,49.19041,-123.07145,2017/06/27,11:10:57.553,152.8,10.86,1370,296,281,
C058D5,1683,49.23615,-122.87370,2017/06/27,11:10:57.717,101.06,18.65,3304,520,100,ACA841  
C023B7,327,49.19059,-123.07304,2017/06/27,11:10:59.036,153.51,10.81,1370,296,281,
C023B7,319,49.19078,-123.07455,2017/06/27,11:11:00.450,154.19,10.75,1370,296,281,
C05BC9,2391,49.28471,-122.54873,2017/06/27,11:11:02.309,89.76,41.48,2137,485,229,
C05BC9,2383,49.28383,-122.55018,2017/06/27,11:11:03.399,89.85,41.38,2137,485,229,
C0787B,1842,49.10600,-123.29900,2017/06/27,11:11:03.779,-135.81,23.53,7025,509,127,TSC770  
C05BC9,2376,49.28297,-122.55165,2017/06/27,11:11:04.441,89.94,41.27,2137,485,229,
C0787B,1873,49.10363,-123.29428,2017/06/27,11:11:06.893,-136.96,23.56,7025,516,128,TSC770  
C05BC9,2315,49.27554,-122.56420,2017/06/27,11:11:13.610,90.74,40.37,2137,485,228,
C058D5,1576,49.23155,-122.84269,2017/06/27,11:11:14.046,100.8,20.96,3304,520,100,ACA841  
C05BC9,2299,49.27308,-122.56839,2017/06/27,11:11:16.619,91.01,40.07,2137,485,228,
C0787B,2040,49.09013,-123.26884,2017/06/27,11:11:23.223,-143.46,23.96,7025,516,128,TSC770  
C05BC9,2277,49.26749,-122.57793,2017/06/27,11:11:23.553,91.64,39.41,2137,485,228,
C0787B,2040,49.08975,-123.26826,2017/06/27,11:11:23.664,-143.62,23.98,7025,516,128,TSC770  
C05BC9,2269,49.26591,-122.58068,2017/06/27,11:11:25.517,91.82,39.21,2137,485,228,
C05BC9,2269,49.26508,-122.58207,2017/06/27,11:11:26.555,91.92,39.12,2137,485,228,
C05BC9,2254,49.26116,-122.58877,2017/06/27,11:11:31.470,92.38,38.66,2137,485,228,
C05BC9,2246,49.26050,-122.58989,2017/06/27,11:11:32.343,92.46,38.58,2137,485,228,
C0787B,2117,49.08049,-123.25106,2017/06/27,11:11:34.312,-148.16,24.39,7025,542,129,TSC770  
C05BC9,2231,49.25753,-122.59506,2017/06/27,11:11:36.114,92.82,38.23,2137,485,228,
C05BC9,2216,49.25585,-122.59788,2017/06/27,11:11:38.190,93.03,38.04,2137,485,228,
C058D5,1370,49.21163,-122.80821,2017/06/27,11:11:39.389,103.27,24.01,3304,475,149,ACA841  
C058D5,1355,49.20991,-122.80713,2017/06/27,11:11:40.972,103.54,24.15,3304,475,149,ACA841  
C05BC9,2193,49.25336,-122.60221,2017/06/27,11:11:41.358,93.34,37.75,2137,475,229,
C058D5,1347,49.20879,-122.80648,2017/06/27,11:11:42.013,103.71,24.24,3304,470,157,ACA841  
C05BC9,2170,49.25064,-122.60684,2017/06/27,11:11:44.799,93.68,37.45,2137,475,229,
C058D5,1309,49.20351,-122.80447,2017/06/27,11:11:46.709,104.56,24.58,3304,462,164,ACA841  
C05BC9,2155,49.24789,-122.61154,2017/06/27,11:11:48.237,94.03,37.14,2166,475,229,
C058D5,1287,49.20007,-122.80384,2017/06/27,11:11:49.658,105.14,24.76,3304,462,164,ACA841  
C0787B,2277,49.06685,-123.22569,2017/06/27,11:11:49.984,-154.89,25.18,7025,542,129,TSC770  
C05BC9,2139,49.24640,-122.61407,2017/06/27,11:11:50.148,94.23,36.98,2166,477,228,
C05BC9,2117,49.24315,-122.61954,2017/06/27,11:11:54.194,94.66,36.62,2166,479,228,
C05BC9,2117,49.24237,-122.62087,2017/06/27,11:11:55.173,94.76,36.54,2166,479,228,
C05BC9,2109,49.24151,-122.62231,2017/06/27,11:11:56.211,94.88,36.45,2166,479,228,
C058D5,1188,49.18753,-122.80616,2017/06/27,11:12:00.911,107.43,25.16,3304,459,174,ACA841  
C058D5,1188,49.18658,-122.80669,2017/06/27,11:12:01.787,107.62,25.17,3304,459,174,ACA841  
C05BC9,2094,49.23592,-122.63179,2017/06/27,11:12:03.256,95.65,35.85,2166,470,228,
C05BC9,2079,49.23123,-122.63966,2017/06/27,11:12:09.210,96.32,35.37,2166,466,228,
C0787B,2551,49.04725,-123.18854,2017/06/27,11:12:12.380,-164.49,26.64,7025,561,128,TSC770  
C05EFA,4203,49.08650,-123.13028,2017/06/27,11:12:12.874,-177.3,21.82,1740,540,238,
C05BC9,2048,49.22621,-122.64813,2017/06/27,11:12:15.654,97.05,34.86,2137,461,229,
C0787B,2650,49.04077,-123.17625,2017/06/27,11:12:19.807,-167.53,27.2,7025,561,128,TSC770  
C05EFA,4150,49.08044,-123.14120,2017/06/27,11:12:19.859,-174.42,22.53,1740,537,228,
C05EFA,4142,49.07937,-123.14279,2017/06/27,11:12:20.952,-174.02,22.66,1740,537,228,
C058D5,1081,49.17034,-122.82896,2017/06/27,11:12:22.209,111.78,24.59,3304,427,238,ACA841  
